#;NAME;ELONG;ELAT;F0;PEPOCH;BINARY
1397;J1701-3130;257.47;-8.70;3.432398403432;51500.000;*
1398;B1658-37;258.00;-14.61;0.407395359535;57600;*
1399;B1657-45;258.95;-22.68;3.09685187348;48360.7;*
1400;J1701-4958;259.44;-27.07;1.24331061993;54844.6;*
1401;J1702-3932;258.42;-16.68;2.56194805260;51709.000;*
1402;J1702-4128;258.76;-18.60;5.49040871626;51530.000;*
1403;J1702-4217;258.79;-19.40;4.39434966955;51895.00000;*
1404;J1702-4306;258.85;-20.23;4.64018878013;55560;*
1405;J1702-4310;258.86;-20.29;4.1575916010;51597.000;*
1406;J1702-4428;259.09;-21.57;0.47091938501;51400.000;*
1407;J1703-18;256.60;3.97;0.787253;55064;*
1408;B1700-18;256.69;4.02;1.2432536715719;49905.00;*
1409;B1700-32;257.942744;-9.84801;0.8252288334107;50005.00;*
1410;J1703-38;258.52;-15.32;0.15521;54999;*
1411;J1703-4442;259.21;-21.80;0.57231369890;51708.000;*
1412;J1703-4851;259.79;-25.92;0.716124628374;57600;*
1413;J1704-3756;258.80;-15.04;3.27617017233;57650;*
1414;J1704-5236;260.39;-29.64;4.33447417766;56108;*
1415;B1659-60;261.37;-37.26;3.264527695;43557.0061;*
1416;J1705-04;255.57;18.07;4.2109;56657;*
1417;J1705-1903;257.10;3.70;403.190040;55307;*
1418;B1702-19;257.135499;3.72327;3.344622243443;48733.00;*
1419;J1705-3423;258.60;-11.49;3.91501633777;57600;*
1420;J1705-3936;259.10;-16.68;1.1703001275;51400.000;*
1421;J1705-3950;259.10;-16.92;3.13537138295;51587.000;*
1422;J1705-4108;259.21;-18.22;1.1613492651;51505.000;*
1423;J1705-4331;259.51;-20.58;4.4931481210;54986;*
1424;J1705-6135;261.72;-38.54;1.2367878759;54896;*
1425;J1706-3839;259.16;-15.73;1.7056481134;51510.000;*
1426;J1706-4310;259.56;-20.22;1.6208005921;51457.000;*
1427;J1706-4434;259.77;-21.61;2.32600103163;57416;*
1428;J1706+59;224.68;80.49;0.67719;56292;*
1429;J1706-6118;261.82;-38.25;2.763031441157;53000.0;*
1430;J1707+35;249.24;58.42;6.257822;*;*
1431;B1703-40;259.58;-17.93;1.72111797519;57600;*
1432;J1707-4341;259.92;-20.70;1.12284547480;51708.000;*
1433;J1707-4417;259.99;-21.30;0.173497343752;54999;*
1434;J1707-4729;260.25;-24.50;3.7527164400;51496.000;*
1435;J1708+02;255.86;24.61;2.434441;56631;*
1436;J1708-3426;259.29;-11.48;1.44484514046;57600;*
1437;J1708-3506;259.21;-12.15;221.96775106948;55132.9;DD
1438;J1708-3641;259.42;-13.72;1.70193416389;56047;*
1439;J1708-3827;259.52;-15.49;0.8158057495;51401.00001;*
1440;J1708-4008;259.79;-17.16;0.090857365;55567.0;*
1441;J1708-4522;260.20;-22.38;0.77051288025;52158.00000;*
1442;J1708-52;260.89;-28.97;2.224100;56657;*
1443;B1701-75;264.76;-52.45;0.8396136458;43565.1011;*
1444;B1706-16;257.83;6.22;1.53126700704;46993.00;*
1445;J1709+2313;253.08;45.92;215.926931187250;51145.0;BT
1446;J1709-3626;259.64;-13.45;2.23285527591;51400.000;*
1447;J1709-3841;259.75;-15.70;1.7036176706;51117.000;*
1448;J1709-43;260.35;-20.89;*;*;*
1449;J1709-4342;260.28;-20.69;0.576070636;51457.000;*
1450;J1709-4401;260.34;-21.00;1.1557549263;55000;*
1451;B1706-44;260.39;-21.46;9.7599781350;50042.00;*
1452;J1710-2616;258.81;-3.32;1.0480444462;55070;*
1453;J1710-37;259.89;-14.49;1.26157618868;56657;*
1454;J1710-4148;260.27;-18.78;3.48965561314;51335.000;*
1455;J1710+4923;243.4177674;71.67561410;310.536979440897;56850;*
1456;B1709-15;258.29415;7.79111;1.151007262132;49907.00;*
1457;J1711-3826;260.22;-15.41;2.1488525385;51710.000;*
1458;J1711-4322;260.57;-20.34;9.74485168391;52433.00000;ELL1
1459;B1707-53;261.77;-30.74;1.11205916031;57600;*
1460;J1712-2715;259.36;-4.27;3.91604531247;51500.000;*
1461;J1712-391;260.51;-16.67;1.2851009;51465;*
1462;J1712-392;260.51;-16.67;10.807574;51465;*
1463;J1713+0747;256.6686963898;30.700359822;218.8118403947170;55636;T2
1464;J1713-3844;260.51;-15.69;0.62495545540;51294.00001;*
1465;J1713-3949;260.69;-16.75;2.548086;51465;*
1466;J1713+7810;101.39;77.92;2.31200008722;57773;*
1467;J1714-1054;258.62;12.09;1.436206418688;53000.0;*
1468;J1714-3810;260.68;-15.11;0.2614423;55226.5;*
1469;J1714-3830;260.75;-15.43;11.884954;*;*
1470;J1715-3247;260.50;-9.72;0.79351598457;54244.6;*
1471;J1715-3700;260.80;-13.92;1.2826628261;51118.000;*
1472;J1715-3859;261.06;-15.89;1.07746138421;53097.00000;*
1473;J1715-3903;260.98;-15.96;3.5907423095;55370;*
1474;J1715-4034;261.20;-17.47;0.482589475307;57600;*
1475;J1715-4254;261.30;-19.81;1.74293348861;52278.00000;*
1476;J1715+46;248.55;68.67;1.824485;*;*
1477;J1716+34;253.10;57.40;473.933649;*;*
1478;J1716-3720;261.03;-14.25;1.58651157291;51112.000;*
1479;J1716-4005;261.36;-16.98;3.2070528011;54942.8;*
1480;J1716-4111;261.46;-18.07;0.96518829086;54212.2;*
1481;J1716-4711;261.84;-24.06;1.79912996097;55185;*
1482;J1717+03;258.28;26.20;0.256345;57022;*
1483;B1714-34;261.04246;-11.30832;1.52369521716;50253.00;*
1484;J1717-3737;261.28;-14.51;1.46537617985;51324.000;*
1485;J1717-3847;261.38;-15.66;0.8699442722;51347.00001;*
1486;J1717-3953;261.49;-16.77;0.92121695876;53313.00000;*
1487;J1717-4043;261.63;-17.60;2.51346307238;51388.000;*
1488;J1717-40435;261.48;-17.60;2.8577265840;51399.000;*
1489;B1713-40;261.67;-17.92;1.12648201282;57600;*
1490;J1717+4308A;250.61;65.85;316.48368670253;58390;BTX
1491;J1717-5800;263.18;-34.81;3.10758444738;51650.000;*
1492;J1718-3714;261.46;-14.11;0.77556728669;51799.00001;*
1493;J1718-3718;261.44;-14.19;0.29598283922;55250;*
1494;J1718-3825;261.53;-15.29;13.39227352093;51184.000;*
1495;J1718-41;261.74;-17.98;1.823423;56657;*
1496;J1718-4539;262.11;-22.50;1.69355814663;53105.00000;*
1497;J1719-1438;260.02;8.45;172.707044602370;55235.5;ELL1
1498;J1719-2330;260.75;-0.39;2.20267861652;56614;*
1499;J1719-3458;261.47;-11.83;2.025215005222;57637;*
1500;B1715-40;261.83;-16.97;5.28836132017;48378.6;*
1501;J1719-4302;262.21;-19.87;4.2467317100;51498.000;*
1502;J1720+00;259.32;23.74;0.297885;57022;*
1503;B1718-02;259.55;20.88;2.093296799451;49429.00;*
1504;B1717-16;260.45637;6.5527;0.638732285846;49686.00;*
1505;J1720+2150;256.87;44.82;0.61894065595;51796.0;*
1506;J1720-2446;261.01;-1.64;1.14381850931;55326;*
1507;B1717-29;261.38089;-6.4097;1.611737665617;49863.00;*
1508;J1720-36;261.96;-13.72;10.853978;56657;*
1509;J1720-3659;261.79;-13.83;2.84799157894;51111.000;*
1510;B1718-19;260.80915;3.5149;0.99597877881;50434.00;ELL1
1511;J1721-1939;260.99;3.48;2.47500399857;51500.0;*
1512;J1721-2457;261.18;-1.81;285.989343507338;53400;*
1513;B1718-35;262.00371;-12.3743;3.56603038405;51374.00;*
1514;B1718-32;261.88;-8.96;2.095742100981;57600;*
1515;J1722+35;255.21;58.25;1.217137;*;*
1516;B1718-36;262.20;-13.36;2.50511449337;48378.6;*
1517;B1719-37;262.41;-14.01;4.2340633683;55362;*
1518;J1722-4400;262.85;-20.80;4.57552623855;53058.00000;*
1519;J1723-2837;261.94;-5.45;538.870683485;55667;ELL1
1520;J1723-2852;262.08;-5.69;1.599913188;54948.6;*
1521;J1723-3659;262.43;-13.79;4.93279317887;55384;*
1522;J1723-38;262.49;-15.13;1.30583111159;56657;*
1523;J1724-3149;262.43;-8.61;1.05458870231;51995.00000;*
1524;J1724-35;262.68;-12.60;0.703240;54776;*
1525;J1724-3505;262.65;-11.88;0.81852640077;51074.000;*
1526;J1724-4500;263.24;-21.77;0.76387845665;53255.00000;*
1527;J1725-0732;261.04;15.62;4.16806492694;52820.58;*
1528;J1725-2852;262.34;-5.66;0.795046779;52197.00000;*
1529;J1725-3546;262.88;-12.54;0.9685500193;51074.000;*
1530;J1725-3848;262.93;-15.59;0.4848752245;51399.000;*
1531;J1725-3853;263.03;-15.65;208.68885636;55846;*
1532;J1725-4043;263.19;-17.48;0.68256060227;51728.00001;*
1533;J1726-00;260.87;22.92;0.764175;56359;*
1534;J1726-31;262.84;-8.72;8.099122;51026.4;*
1535;J1726-3530;262.95;-12.27;0.90079341918;51521.99999;*
1536;J1726-3635;263.16;-13.35;3.47908898733;51111.000;*
1537;J1726-4006;263.33;-16.85;1.13278729089;52475.00000;*
1538;J1726-52;264.04;-28.74;1.582779;*;*
1539;J1727-1609;262.27;7.04;408.163265;*;*
1540;J1727-2739;262.79;-4.41;0.7733354277;57600;*
1541;J1727-29;262.88;-6.75;*;*;*
1542;J1727-2946;262.85;-6.54;36.9232815430327;54723;BT
1543;J1727-2951;262.80;-6.63;35.2051272362;57958;ELL1
1544;B1726-00;261.45694;23.07747;2.590648582519;50089.00;*
1545;J1728-3733;263.62;-14.29;1.6245944281;51112.000;*
1546;J1728-4028;263.73;-17.20;1.154277886;52077.00000;*
1547;J1729-2117;262.82;1.96;15.08457181780;55505;*
1548;J1730-2304;263.186041168;0.188866;123.1102871305625;55636;*
1549;J1730-2900;263.44;-5.74;0.65001470845;53128.00001;*
1550;B1727-33;263.78299;-10.5638;7.1705039813;50198.00;*
1551;J1730-3353;263.87;-10.61;0.30578778579;51672.00003;*
1552;J1730-34;263.74;-11.52;10.017073;56657;*
1553;J1731-1847;263.19;4.48;426.51934403983;55215.1;BTX
1554;J1731-3123;263.76;-8.11;1.32793661839;51702.00000;*
1555;J1731-33;264.05;-10.51;1.647717;*;*
1556;J1731-3322;263.91;-10.09;1.83597223158;56716;*
1557;B1727-47;264.78;-24.43;1.20506786194;50939.0000;*
1558;J1732-1930;263.46776;3.7802;2.06709800946;51197.00;*
1559;J1732-3131;264.10;-8.22;5.0879411200;54933;*
1560;J1732-3426;264.15;-11.14;3.0040252844;52359.00000;*
1561;J1732-35;264.26;-11.78;7.8932829065;56657;*
1562;J1732-3729;264.35;-14.18;0.45787517546;51724.00002;*
1563;B1729-41;264.65;-18.17;1.5924056660;43565.0515;*
1564;J1732-4156;264.67;-18.63;3.09182036197;51911.00000;*
1565;J1732-5049;265.16176861;-27.49159975;188.23351221745;54404;T2
1566;J1733-01;262.70;22.27;3.3;*;*
1567;B1730-22;263.86595;0.821;1.147206256861;48712.00;*
1568;J1733-2533;264.01;-2.25;1.51562424828;53070.00000;*
1569;J1733-2837;264.18;-5.32;1.30177050713;53128.00000;*
1570;J1733-3030;264.35;-7.20;2.76203446627;51914.00000;*
1571;J1733-3322;264.47;-10.05;0.80262320764;51250.00001;*
1572;B1730-37;264.56;-13.97;2.9621291821;55438;*
1573;J1733-4005;264.81;-16.77;1.78006154428;52385.00000;*
1574;J1733-5515;265.47;-31.93;0.988891255;55194;*
1575;B1732-02;263.24071;21.0805;1.191335192834;49699.00;*
1576;J1734-2415;264.23;-0.94;1.6325897834;53164.00000;*
1577;J1734-2859;264.29;-5.69;3.31723503579;57674;*
1578;J1734-3058;264.56;-7.66;1.847453268395;56400;*
1579;J1734-3333;264.59;-10.24;0.855182765;53145;*
1580;J1735-0243;263.54;20.57;1.2773235857;54827;*
1581;B1732-07;263.58;15.89;2.384728392905;49887.00;*
1582;J1735-3258;264.89;-9.64;2.84923231813;55355;*
1583;J1735+6320;227.92;85.84;1.958027198703;57760;*
1584;J1736+05;263.42;29.11;1.000756;49717;*
1585;J1736-2457;264.73;-1.63;0.378469127638;53095.00000;*
1586;J1736-2819;264.79;-5.00;0.62797523670;51716.00000;*
1587;J1736-2843;264.87;-5.40;0.15515816927;52344.00000;*
1588;J1736-3422;265.00;-11.04;2.88;59086;*
1589;J1736-3511;265.00;-11.86;1.9888513628;51386.000;*
1590;J1737-0811;264.30;15.14;239.51996484444;54987;BT
1591;J1737-3102;265.15;-7.69;1.30094454375;51112.000;*
1592;J1737-3137;265.07;-8.28;2.2200891113;51234.000;*
1593;J1737-3320;265.16;-10.00;1.22508021431;51887.00000;*
1594;B1734-35;265.37;-12.58;2.515187036101;48378.6;*
1595;J1738+0333;264.09;26.88;170.93736991146392;54600.00;ELL1
1596;J1738+04;263.92;27.66;0.718499;57022;*
1597;J1738-2330;264.99;-0.17;0.505344668829;53206.00000;*
1598;J1738-2647;265.10;-3.45;2.8604856126;52359.00000;*
1599;J1738-2736;265.17;-4.26;1.59307834609;56315;*
1600;J1738-2955;265.39;-6.58;2.2551713364;55377;*
1601;J1738-3107;265.42;-7.77;1.8198438376;52333.00000;*
1602;B1735-32;265.48493;-8.84158;1.301237959897;49595.00;*
1603;J1738-3316;265.46;-9.91;1.36916434411;51702.00000;*
1604;J1739+0612;264.08;29.54;4.27041943171;53000.0;*
1605;J1739-1313;265.05;10.13;0.822572972756;51500.000;*
1606;J1739-2521;265.38;-2.01;0.54991550214;55631;*
1607;B1736-29;265.51;-5.69;3.09706373618;55385;*
1608;J1739-3023;265.58;-7.03;8.7434194934;55351;*
1609;J1739-3049;265.54;-7.47;4.1785550317;51116.000;*
1610;B1736-31;265.567611;-8.16082;1.8887846273;49138.00;*
1611;J1739-3159;265.67;-8.63;1.13952161704;51158.000;*
1612;J1739-3951;265.93;-16.50;2.92592314444;52897.00000;*
1613;J1740+1000;264.23;33.34;6.48983281353;51662;*
1614;B1737+13;263.98;36.53;1.245252064335;48262.00;*
1615;J1740-2540;265.66;-2.31;0.59078737729;52162.00001;*
1616;J1740+27;263.17;50.54;0.945001;*;*
1617;B1737-30;265.77;-6.89;1.6477542263;54780;*
1618;J1740-3052;265.85;-7.50;1.753421854445;53191.0;MSS
1619;J1740-3327;265.86;-10.10;1.94174509793;52189.00000;*
1620;J1740-5340A;266.70;-30.29;273.9479176156;51917.0;BT
1621;B1738-08;265.24;14.69;0.4894565052369;48714.00;*
1622;J1741+1351;264.364677959;37.21119874;266.8691669720664;56209.000;ELL1H
1623;J1741-2019;265.57;3.04;0.256114322143;51500.00;*
1624;J1741-2054;265.78;2.47;2.417209833;54933;*
1625;J1741-21;265.56;2.37;0.389864;*;*
1626;J1741-2719;265.90;-3.95;2.88353187692;52836.00000;*
1627;J1741-2733;265.78;-4.19;1.11987265911;51184.000;*
1628;J1741+2758;263.60;51.31;0.7348954975;51797.0;*
1629;J1741-2945;265.90;-6.39;4.4731155537;51088.000;*
1630;J1741-3016;265.89;-6.90;0.52805316951;50959.000;*
1631;J1741-34;266.19;-10.94;1.142678;56657;*
1632;J1741+3855;262.14;62.23;1.206475;57927;*
1633;B1737-39;266.25;-16.08;1.95231526531;57600;*
1634;J1742-0203;265.17;21.31;7.6;*;*
1635;J1742-3321;266.23;-9.97;6.98;58104;*
1636;J1742-3957;266.42;-16.57;0.9839138013;53124.00000;*
1637;J1742-4616;266.71;-22.89;2.42482410446;51650.000;*
1638;B1740-03;265.53003;19.7207;2.2489846054;50067.00;*
1639;J1743+05;265.24;28.85;0.678596;57022;*
1640;B1740-13;265.97054;9.52150;2.46708325869;49666.00;*
1641;J1743-2442;266.22;-1.33;0.80482359167;52133.00000;*
1642;B1740-31;266.48;-8.45;0.414138298084;57600;*
1643;J1743-3153;266.41;-8.50;5.17851909036;51309.000;*
1644;J1743-35;266.48;-12.15;1.75445;56657;*
1645;J1743-4212;266.69;-18.81;3.266191456470;51650.000;*
1646;J1744-1134;266.119406515;11.805198877;245.4261196602377;55636;*
1647;J1744-1610;266.19;7.21;0.569085283487;51500.000;*
1648;J1744-2335;266.52;-0.21;0.593998234019;49390.5000;*
1649;J1744-3130;266.58;-8.11;0.93803273991;50975.000;*
1650;J1744-3922;266.79;-15.98;5.79897187841;52530.0000;ELL1
1651;J1744-5337;267.37;-30.23;2.811627834;55000;*
1652;J1744-7619;268.43;-52.90;213.33223675351;55716;*
1653;J1745-0129;265.97;21.90;0.956565374184;51650.000;*
1654;J1745-0952;266.24;13.51;51.609431233273;53200;ELL1
1655;J1745+1017;265.73;33.68;377.05547013813;55400;ELL1
1656;J1745+1252;265.69;36.26;0.94353085011;57883;*
1657;J1745-2229;266.60;0.91;0.861628837956;52242.00000;*
1658;J1745-23;266.67;-0.02;184.614253;*;BT
1659;J1745-2758;266.87;-4.58;2.051164249099;57531;*
1660;J1745-2900;266.85;-5.61;0.2656936554;56587.0;*
1661;J1745-2910;266.77;-5.77;1.018330;54620.2558;*
1662;J1745-2912;266.89;-5.81;5.336766;53609.30;*
1663;B1742-30;266.95;-7.27;2.721579246363;55276;*
1664;J1745-3812;267.00;-14.80;1.4319408595;55330;*
1665;J1745+42;263.53;66.24;3.277614;*;*
1666;J1746+2245;265.34;46.14;0.288597141714;52765;*
1667;J1746+2540;265.22;49.06;0.94504723258;51796.0;*
1668;J1746-2849;266.93;-5.43;0.6763701556;54620.2558;*
1669;J1746-2850;266.94;-5.44;0.9284176174;54620.2558;*
1670;J1746-2856;267.11;-5.54;1.057949931;53704.50932;*
1671;J1746-3239;267.21;-9.26;5.01149235750;55225;*
1672;J1747-1030;266.97;12.91;0.63339530289;55509;*
1673;J1747-2647;267.21;-3.38;1.99898269975;54311.0;*
1674;J1747-2802;267.22;-4.63;0.35970198286;51312.00002;*
1675;J1747-2809;267.21;-4.75;19.1744057;54901.5;*
1676;J1747-2958;267.22;-6.56;10.1200258870;52613.0;*
1677;J1747-4036;267.57913348;-17.20154078;607.6775384652;56952.00;*
1678;B1745-12;267.100155;10.39535;2.537212363771;50021.00;*
1679;B1745-20A;267.39;3.05;3.464969947246;54000.0;*
1680;J1748-2021B;267.39;3.05;59.665418222544;54000.0;BT
1681;J1748-2021C;267.38;3.05;160.59270990836;54000.0;*
1682;J1748-2021D;267.39;3.06;74.097014488305;54000.0;BT
1683;J1748-2021E;267.39;3.06;61.48547652886;54000.0;*
1684;J1748-2021F;267.39;3.05;263.5998326931;54000.0;BT
1685;J1748-2444;267.45850;-1.329;2.25815958180;50477.00;*
1686;B1744-24A;267.28;-1.37;86.4816368591;48270.0;BT
1687;J1748-2446aa;267.29;-1.37;172.770057;54100;*
1688;J1748-2446ab;267.29;-1.37;195.323563;54100;*
1689;J1748-2446ac;267.29;-1.37;196.582994;54100;*
1690;J1748-2446ad;267.29;-1.37;716.35556;53500;ELL1
1691;J1748-2446ae;267.29;-1.37;273.329343;54100;BT
1692;J1748-2446af;267.29;-1.37;302.632296;54100;*
1693;J1748-2446ag;267.29;-1.37;224.818628;54100;*
1694;J1748-2446ah;267.29;-1.37;201.403784;54100;*
1695;J1748-2446ai;267.29;-1.37;47.106750;54100;BT
1696;J1748-2446aj;267.29;-1.37;337.96234149929;56498;*
1697;J1748-2446ak;267.29;-1.37;529.07066473956;56498;*
1698;J1748-2446al;267.28;-1.36;168.067227;*;*
1699;J1748-2446an;267.30;-1.37;208.23191713844;56000.000;DD
1700;J1748-2446C;267.29;-1.37;118.5382530563;50958.0;*
1701;J1748-2446D;267.29;-1.37;212.134969;53203;*
1702;J1748-2446E;267.29;-1.37;455.000455;53203;BT
1703;J1748-2446F;267.29;-1.37;180.500854;53203;*
1704;J1748-2446G;267.29;-1.37;46.142765;53203;*
1705;J1748-2446H;267.29;-1.37;203.008999;53203;*
1706;J1748-2446I;267.29;-1.37;104.491133;53203;BT
1707;J1748-2446J;267.29;-1.37;12.447421;53203;BT
1708;J1748-2446K;267.29;-1.37;336.740020;53203;*
1709;J1748-2446L;267.29;-1.37;445.493830;53203;*
1710;J1748-2446M;267.29;-1.37;280.145788;53203;BT
1711;J1748-2446N;267.29;-1.37;115.381509;53203;BT
1712;J1748-2446O;267.29;-1.37;596.434514;53203;BT
1713;J1748-2446P;267.29;-1.37;578.496141;53203;BT
1714;J1748-2446Q;267.29;-1.37;355.618777;53203;BT
1715;J1748-2446R;267.29;-1.37;198.864879;53203;*
1716;J1748-2446S;267.29;-1.37;163.488451;53203;*
1717;J1748-2446T;267.29;-1.37;141.145053;53203;*
1718;J1748-2446U;267.29;-1.37;304.030841;53203;BT
1719;J1748-2446V;267.29;-1.37;482.506719;53203;BT
1720;J1748-2446W;267.29;-1.37;237.801949;53203;BT
1721;J1748-2446X;267.29;-1.37;333.415576;53203;BT
1722;J1748-2446Y;267.29;-1.37;488.243106;53203;BT
1723;J1748-2446Z;267.29;-1.37;406.076529;54100;BT
1724;J1748-244am;267.29;-1.37;340.8525546358;53700;DD
1725;J1748-30;267.39;-6.87;2.612776;56657;*
1726;J1748-3009;267.47;-6.74;103.26352668931;54788;BT
1727;J1749+16;266.72;39.81;0.432591;57022;*
1728;J1749-2146;267.53;1.64;0.368384428817;57656;*
1729;J1749-2347;267.54;-0.37;1.14352903909;52055.00000;*
1730;J1749-2629;267.58;-3.07;0.74884614571;51495.000;*
1731;B1746-30;267.65266;-6.6257;1.63968389547;50279.00;*
1732;J1749-4931;268.08;-26.11;2.243046129;55000;*
1733;J1749-5417;268.26;-30.87;3.25122101704;56388;*
1734;B1745-56;268.30;-32.66;0.7505762250;43558.8546;*
1735;J1749+5952;258.84;83.21;2.293362580627;57751;*
1736;J1750+07;267.30;30.97;0.523887;57022;*
1737;J1750-2043;267.73;2.70;0.17733492662;52923.00000;*
1738;J1750-2438;267.95;-1.23;1.402929806380;51491.000;*
1739;J1750-2444;267.82;-1.33;1.11188112412;51835.00000;*
1740;J1750-2536;267.87;-2.19;28.777763;50593.8;BT
1741;J1750-28;267.81;-5.33;0.7689272522;56783;*
1742;B1747-31;268.02452;-8.53877;1.098462939960;50271.00;*
1743;J1750-3503;268.07;-11.63;1.46195922966;48735.0000;*
1744;J1750-3703A;267.99;-13.63;8.96050624775;54000.0;BT
1745;J1750-3703B;267.99;-13.63;164.62146212170;54000.0;BT
1746;J1750-3703C;267.99;-13.63;37.63830424257;54000.0;*
1747;J1750-3703D;267.99;-13.63;194.55492232569;54000.0;*
1748;J1751-2516;268.16;-1.85;2.5326985081;51383.000;*
1749;J1751-2737;268.05;-4.20;448.430493;*;*
1750;J1751-2857;268.14;-5.54;255.43611088557;55000;DD
1751;J1751-3323;268.21;-9.97;1.8240615852;54500;*
1752;B1747-46;268.46;-23.53;1.347066944066;57600;*
1753;J1752+2359;267.50;47.42;2.44468374341;51952.0;*
1754;J1752-2410;268.40;-0.74;5.23459646155;51865.00000;*
1755;B1749-28;268.45;-4.68;1.77759563969;46483.00;*
1756;J1752-2821;268.32;-4.92;1.56193989928;50974.000;*
1757;J1753-12;268.24;10.45;2.466371;54831;*
1758;J1753-1914;268.48;4.18;15.8843898595;53150.00000;*
1759;J1753-2240;268.54;0.75;10.51106824831;54275.02;BT
1760;B1750-24;268.52915;-1.576;1.89273345976;49613.00;*
1761;J1753-28;268.48;-5.45;11.647056;*;*
1762;J1753-2819;268.66;-4.89;53.69521954620;57299;BT
1763;J1753-38;268.59;-15.39;1.499691;55305;*
1764;J1754+0032;268.59;24.04;226.716242;55062;*
1765;J1754-2422;268.77;-0.94;0.47841211342;55310;*
1766;J1754-3014;268.80;-6.82;0.75729440297;55292;*
1767;J1754-3443;268.87;-11.30;2.76479402991;52260.00000;*
1768;J1754-3510;268.94;-11.74;2.546447888115;53097.00000;*
1769;B1753+52;266.56;75.44;0.418165652037;49666.00;*
1770;J1755-0903;268.77;14.37;5.24357335318;55536;*
1771;J1755-1650;268.84;6.59;1.36287233980;53165.00000;*
1772;J1755-2025;268.97;3.02;3.10336201285;54268.1;*
1773;J1755-2521;269.09;-1.92;0.8503633640;51586.000;*
1774;J1755-25211;268.94;-1.92;0.99550771827;51908.00001;*
1775;J1755-2534;269.06;-2.14;4.28191025905;52188.00000;*
1776;J1755-2550;269.02;-2.40;3.172628469219;57329;DD
1777;J1755-26;268.94;-2.57;2.3208740364;56827;*
1778;J1755-2725;269.04;-3.99;3.8174542497;51492.000;*
1779;J1755-33;268.98;-10.08;1.042246;52080.6;*
1780;J1755-3716;269.10;-13.83;78.2101189443;55958.8;ELL1
1781;J1756+1822;268.82;41.82;1.34408432377;53400;*
1782;J1756-2225;269.17;1.01;2.4692559061;52360.00000;*
1783;J1756-2251;269.26;0.57;35.1350727145469;53563;DD
1784;B1753-24;269.309992;-1.1554;1.491468881773;49613.00;*
1785;J1756-25;269.25;-2.03;1.168243;56657;*
1786;J1756-2619;269.40;-2.88;1.3802360573;54223.2;*
1787;J1757-1500;269.32;8.43;5.5755650475;57038;*
1788;J1757-16;269.38;7.00;2.215954;*;*
1789;J1757-1854;269.30;4.54;46.517617017655;57701;DDH
1790;J1757-2223;269.50;1.04;5.39635989339;51495.000;*
1791;B1754-24;269.428041;-0.9307;4.2715730980;53623;*
1792;J1757-2745;269.54;-4.32;56.538013330516;57575;*
1793;J1757-5322;269.53;-29.94;112.74006440127;51570.0;ELL1
1794;J1758-1931;269.55;3.91;1.44393577539;52353.00000;*
1795;J1758-2206;269.71;1.33;2.32407749833;51495.000;*
1796;J1758-2540;269.67;-2.24;0.47454913024;50975.00001;*
1797;J1758-2630;269.68;-3.06;0.83132881720;51244.000;*
1798;J1758-2846;269.62;-5.33;1.30428025380;53253.00000;*
1799;J1758+3030;269.43;53.95;1.05568104027;49800.0;*
1800;J1759-1029;269.89;12.94;0.39804752723;55348;*
1801;J1759-1736;269.87;5.84;1.25242411862;53156.00000;*
1802;J1759-1903;269.93;4.38;1.3670437715;52003.00000;*
1803;J1759-1940;269.99;3.76;3.92587396764;51491.000;*
1804;J1759-1956;269.90;3.50;0.35169302087;51495.000;*
1805;B1756-22;269.86;1.35;2.16928428064;57600;*
1806;J1759-2302;269.96;0.40;1.23347493727;51115.000;*
1807;J1759-2307;269.89;0.32;1.78926509015;51110.000;*
1808;J1759-24;269.86;-0.59;0.685994;56657;*
1809;J1759-2549;269.91;-2.38;1.04542524405;51380.000;*
1810;J1759-2922;269.95709;-5.9294;1.740946263509;50856.00;*
1811;J1759-3107;269.86;-7.68;0.926822758345;57600;*
1812;J1759+5036;269.86;74.06;5.681290492668;57633;DD
1813;J1759-5505;269.93;-31.65;2.6781496751;57000;*
1814;J1800-0125;270.10;22.01;1.27683673064;52820.00;*
1815;J1800-2114;270.05;2.20;0.55578018576;52360.00001;*
1816;B1757-23;270.00;-0.28;0.970101;44969;*
1817;J1800+5034;270.4263;74.01172;1.72898175945;56500;*
1818;B1758-03;270.36;19.47;1.08519559579;57600;*
1819;J1801-0857A;270.47;14.48;139.360884729;54400;*
1820;J1801-0857B;270.47;14.48;34.5284928861;58670.00;BT
1821;J1801-0857C;270.47;14.48;267.47267494;54400;*
1822;J1801-0857D;270.49;14.48;236.600598138;54400;*
1823;J1801-0857E;270.47;14.48;131.55003245964;58871;*
1824;J1801-0857F;270.47;14.48;40.17357389106;58871;*
1825;J1801-0857G;270.47;14.48;19.383088017;58871;*
1826;J1801-0857H;270.48;14.47;177.2193886845;58868;*
1827;J1801-0857I;270.47;14.48;307.7;*;*
1828;J1801-1417;270.45;9.15;275.85470899697;55000;*
1829;J1801-1855;270.33;4.51;0.39208025942;51495.00001;*
1830;J1801-1909;270.42;4.28;0.90193703186;51491.000;*
1831;J1801-2115;270.36;2.18;2.2825153353;51887.00000;*
1832;J1801-2154;270.27;1.54;2.66452256901;55385;*
1833;B1758-23;270.31;0.36;2.40484572830;54000;*
1834;B1757-24;270.23;-1.42;8.0048537226;52503.00;*
1835;B1758-29;270.39;-5.91;0.924290873961;57600;*
1836;J1801-3210;270.31;-8.74;134.16363857905;56635;BT
